# Echte Wallet-Liste des Nutzers, exportiert aus Axiom (2026-09-18).
# Format: <adresse>[,<label>] - siehe src/wallet_tracker/wallet_list.py Docstring.
# label = Axiom-Name (Emoji entfernt, Duplikate nach erster Adresse uebersprungen).

8ACcmVGPWzcvcJtgxyNZW8V1FyoNH4MuV3v8vNjDTF3t,Tim3
2oQUhfbW5rDjNBT9t6d1EHjqhSVWVG5QWgPzfSJtNhRF,Tim4
marsH3rLdpyEWfeXB2vvVj3jckfAQ1kv4BYFhsvLx2Q,mars
4aXk1EXKSHxa6yqDtWmngLsyYCnvMXSQoKisddyempCn,tim6
2JhxVredAL2PN8oigPt5dpUStyZFtabAVnhmCQRi2QTh,ChinaAlt
8eGqytw6HWhykdBoA9gNWZv7t7vYr6X8KeoDABU1731y,connor REO
7q5MVnzDoLnmLQvmWkKp282eZjSdUcUwWigxatBpnGUr,connor REO
2oCAmywXizFf2ECL5RzfNPbRUFByrsMRQWJQG1WxGnWu,connor REO
8ETArCvEyh8wnGkhtZ3AxeifAgGKxFRBsWQurzD3o1WV,west
CivnsviFr4zwAeG4UTsbzc77t5vKzzQtuZzddTvbtWdA,Dior2
BZmxuXQ68QeZABbDFSzveHyrXCv5EG6Ut1ATw5qZgm2Q,aiwass.sol
C6qpsGQTAurU9dFTVWVrhpqKfnvDWzHCNSZn8QKDAjRt,pgeon
6vzubRoM5MrU9u6bZbxLTwwq62D3VsF8qqMZBqgG5GuD,scharo3
GNrmKZCxYyNiSUsjduwwPJzhed3LATjciiKVuSGrsHEC,giann
Haid9XbugV4KWLD8ubmAV9iiM7NoUkb3FKU3cXCHRt6,Haider
8MaVa9kdt3NW4Q5HyNAm1X5LbR8PQRVDc1W8NMVK88D5,Daumen
6ikUcjdzfkdFdsc7o5DXTLpsQLfymeFaajGemAaBGPnx,diego
AiLwAtCzPnQh6GnJ1UiMi9vqNniV3QyTM4rueKYNjPwN,kryptix
6Eegkyd2qNzxSzZz3PH3jiDyqL5HFcHdcsb9zfMzWHKB,jack duval
CC9w5c2wUx6d8b68KywEe9jcNNsCv4S8zhRqNPcAc9Fb,spanish dev
XXXXXahGswEH6i3Czn19XbGxQrobJoY1TYJegPxp3ex,Miki
E33jP6RWVpGkv3fDVbuR5Ee6ak42tTKW9yYszqERtobs,jerry
JDZdFTTRewfCkux4CarYhgsM2vtUJfbfkEeQEHZXtpss,JDZ
J485YzQjuJPLYoFEYjrjxd7NAoLHTiyUU63JwK7kLxRr,david china quant
E4Ruedde4i3tAfXu3sSojAanaHW1b6epsfdXRLbadv5S,bier
HtpCoSsZmCkLgu5DdRC2GkNmioXDLLuDrxNHcBHaCTvQ,114514
Be24Gbf5KisDk1LcWWZsBn8dvB816By7YzYF5zWZnRR6,chair
9FCWrtVCXHoyppdZMxBEGvLhdkugLrYTuecQnmd8WjHZ,Stxtics
GK8RNjG4wSD7nF7oyFMCLv9Kdbm76B5KT2AXQEqxffrZ,kreo
9RiJQAoWFQ4cgc8BRgR3DYNXVdKYjr2SWavi3nEWp1hs,kreo
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,Frog
AgaYcDQRmUJ6Z164qiNRK1PqkGMeGrF6eERHZkAkvkfa,diego
6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,Nyhrox
8inTY66csRNgKNtGhqGhd4odAV2VeJBDcRVuF7UE3Eeh,h14 dev
HfuZ4EvaPvCGqTNxTZaS2bhSZbRF4gzKGH7PhDbDuaKw,connor dev
HknfVes7oCMZ4ygZAovuu2ZjZ8cKZnNyNTsVcFdhfb3d,shah
B439ckNd8tAHRzATQyv6h4zxctnWwaa8hUDThzAM5c99,nyhrox
7c8XjugvjW5pMKkrV5myZfoWrQ1QHjwWC3RYZWUToJRk,Orynth
2pPus3UwXrGrXe6NuUeTVwd6uGDaUGqj44mPPtQNrMJm,kreo
6nU2L7MQVUWjtdKHVpuZA9aind73nd3rXC4YFo8KQCy4,cented brother
GH9yk8vgFvHnAD8JZqXxr3hBN1Lr1mJ9NPzrP5mVqiJe,denza
7ZnaTAuAtXSAuAqcZkkAHJfomYgViUnFwbnnVn86chis,earl
5qmDCnAvQWVZoLwxoAMFfiohS9eU25WB51hiC95nmPrv,earl
6avQ6hGL39ipsWxmonFzrbE3Sf4iuwxkmGAPd1z71Rsg,earl
BM67m92U4H29Ej64v2UZEAABobYFzdQUCW9pHJ3229zf,treydev
GmDXqHhXqfzEBErQqPft9xkznvgfkX6bcUT65MxQzNBj,Jerry
A88uMtYGRx5CF4TT8L4L7KxjbPeW1o21mKMwfNcmH1db,psyopanime
EiT8EySXPcWnJEzk4GbzKCewwJPdi8mFQowjVQ973BMi,EIT8
Cyak1MKGCFVwjERbVXLn6bUXzBwp3H3WmhVdHE2aUQBU,jhunno
AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,asta
FnZUzhGe4c1JGJFLrwfX3AdE2VTqbd6aEYyc1AbsMSiy,FnZ
7HAcpvFbErSwg4ozzN7Sf3aSJQ6ofZYwQBVsSNhqeh9a,aged bundle
498g1rVnFcnjBjpfw1xyqA1WvgQXUU8RWuELjxkjAayQ,frank fomo
YvEsBWpHK5PJ6Q8m4YrocwKeWys1NG67pbgi73UPnuX,frenzy1tx
EcJWNtETrzdbj8s2dXpaE4Tu4r7fxALD6TNw9H8S6ksz,shocked
CxgPWvH2GoEDENELne2XKAR2z2Fr4shG2uaeyqZceGve,narc
GQhq5SXCotxcpzeRuaeXaNJS6LS45WSBVUJWGAqEVTix,+837k
6W7kV1Ym3Uaw1vkA6Fu96GbEwypGeCVJS9Eb5oNbpCW8,qwerty
BLhQ4fWgkNAJ4MWXSdXaTnxwZxwHh7QTnMQb6i3Z2QYy,qwerty
J5HV8JixZcCXhHbiSGsax3KJA9L7PHCLzsDuUBCXtRmu
A8H8D8WegN7MgMdRAVYWU2uAcSTfZaC3c6pyLDF8CFXv,reece bagstek
7VHbJ5Gje3jKrBfx91Q93AcSykwHtjVKLfDZqp6kK8um,dev
7xwDKXNG9dxMsBSCmiAThp7PyDaUXbm23irLr7iPeh7w,shah
LeenseyyUU3ccdBPCFCrrZ8oKU2B3T2uToGGZ7eVABY,leens
9PLz3xVWBvr6frWQetsjtCftTgNpk1xwL6BAEf8endQm,smart
G3K9kWBDUmtnxypFZSzZDdMS9d8GWnZUrbsvobSJkwVG,leap
Fh3kfdQGDwzpiiME3X3h6dsbayd3ufrfP3GrdmJ7LKJT,hexi
HpCcbBf6jpJBkBrMzUDzev6qnvQ73yd5LDMrts5a3Fzz,87
CDKJ35ZD9jHivyEa3fMbxZSNrTERAS3CbrJbj4vP9f82,bronskee
jeWzw4Ys3cXpi5ScafwT6fgQ1jrrxb2iNoRSpjf45aw,aloh
GMwXfLtKhgtWdLqq29pF4JbUUQA6asUeEaXtjQSB7gpN,washy
4zQG6oUwbjRrzVCG3wMAo6xuEBXe2doupdeeekKmPYUu,washy
6p7N4iZF9kuFvGk5nZdHDecNKW3Rct9zSDs2yhU1sdv,aloh
999999rvdtNP6BXJt2U2d4bNtspZt3yzbbH5kPiJVTCi,21
4wTHK33Vx8QZGhHkYFWnAFzWG2xwR1EpGTDdL7ze5LJo,BINANCEAPE
D4ywmQk5ciaCssU4Kd2HcbFbU6iZcGVSwzUZcHGHYXhz,suppress
7SeUfPLcRxthg4EsPa31X56yugTfLSaYED6UZNJeKyqe,wick
DspCGdG7nHspS3u4RGR4wpgwT6pmh7SdKb6x7Bxb7iEn,loyal EL
5265FEFwZyH6V2U8wPy7xXRsyW4RivBFovkpDnSgs8St,Pain
98H51VZLLvHmBXhyZFRB9Ho1ta5QWHLkGKbvZN8nJszF,kryptix
54MR2xmgjY3YQVsMHRaF9biJk1RTL1FeyUwjNrZ2uaiP,hunga
E1qShZNBKNDcCo2fPaDVvR68vSLxhZazGX8jQVtVSF19,hunga
Bmrcz8UjAHKGnreBAvpBdWjDR2KYZqQX2f5uC4FkkXTQ,diego
Cum5exPbTUGJgCUFYvQbBpJB1hibVWcdZrS7Sm9jRP2h,aloh
2h6WT2yEMhpdLQRRX5tm58bEt174sbNZq7tMqzVtm3PW,ozarke
7Np5tf39tpvFSzWnGpwa54NeFkocGdr8DzWVHLktGZGp,waiterg
3vhoESzqFKZ7NAEM8cmjwqkxarn2RS12G2rNUmMnNkvn,mph
D9Eoby4puakYU3QX8aLGmQ3vqotWYk7V6YD7WtrKDfxw,mph
SF9TGdsfTPcA3ZVmPdPtYphgzRg6ZqUY4hnjPgjD1MW,mph
8isACVi8Bzknc9Ez6pvFft6e6aptjQTjxYU8LysvZTbn,mph
5UKK3PEL5aHLG8Z3c1CeWqK5BmzXqaw5p78h8zSzE28s,mph
GKXKJRKDrwqyttiF2M9a1LM6YKUSfFHeQ2RhY82Q71RU,solana badge
DunhuHYuuh7H231TrDMcUoKmNuMQRnxJ2DfV9nMaqege,CHRIS
4Y8Dbxk3vrDLdA7uPjXXLJN3qShAoLARdSusyvTkYSgQ,saijax
EwhEwoHVGne4PdjwVePfPEhzBKL1ZL7FTg7VNtscn2Ls,connorreo2
mPEJqsRdVt1YXxuMNc5k9FvJdaS9ENSzAfHq1oPVzx5,Kreoalt
7w7f4P284zJhv3zotjCUmaNsZSsrHQKtpXGBJFq8gdzq,eq
8LJmEC1dRvXoyNPDeVmYsb6zrDyXrXecqZHFVFukRgCo,sol clawdbot
BpU41GDPBMHUwwYkrai6zEeyYLAMBggXUpS7z51muTif,flufy1
GPvG4Hkjh7WECEWsu2ev9usab11TSUwDMBgXH2DeGRBJ,flufy
3xs5sV5t6uXDhtjuGKMnr5k6SaUnjxmyNY6wosfoCDpr,flufy
6Uh3iHtfriPEDTezVce56Tgb7PS5o1mrRSzqANKt8Set,flufy
37iEyj3wbuTqp92XywXcqmxjcUnA1rCir6odgpJFzEeQ,smart dev
8d3Z7NjFwYxz2uo6c7rkpQZHnfcDCNDa7TVLDC1d1B4P,quant?
Fw57Uot5nGDg5jrUSFRXdCQDJ7xDBFwSCUrvMeADDLYk,scharo2
874X2TgKNz2fUvZuu3rcbKMvzVPWTU2FNrMzjtwwsjKL,scharo3
6aXFYXbFob1ZKAEDCcqZnX2vooA3TgEqDoy5dAQbeWoV,Flames
6EDaVsS6enYgJ81tmhEkiKFcb4HuzPUVFZeom6PHUqN3,Cowboy
EdguS1Tx4ieBkyynZ3PUkdvYhb1vNjbDBNncb12NWVnE,Tim
8rFMsTktKFM7HGeaz7fuhTFJqpbdUXBRHjyZZ5L5Sz6e,sneaky
vevK2LNSN4BSfQ4Aq28JtAG8hM2uVip4zwpRZdYL4PV,vev
Ctjk6aiH9rFpPejjfbUEVZi9FJZwg8ygT97QQoHGTYqo,vev
DU5uapuadiJKycAVgMf4ZKWWxhkhZ9RUuNH6Zk4oS4pz,vev
6uw63EB8yWT99Naqh8L1Lmwi1TwFua8Sozk8dWDYU9rd,aismart
Dwbn2Rkd86rdw2zADCeHmoaQ39jgru9cB47hEQhzaeJ8,aismart2
7b31vYgxhRWbT8raLNWcVqJj311bkM8boRqsZsFY9FS6,aismart3
HbCxe8yWQJWnK3f3FX4oohgm87FZuPYD4Ydszqxgkwft,Stacker
8VUwMyYHkNn5qeC3Z2JY5k4BjkWXxNHoqvwSeWCSQKFu,Meggadev
5GpPXNXFgVJ9vnhvccCJ2n1GtRQQrReF4agKSN5pZGCf,letteerbomb2
4ceopHPgw9wATNvAMnDdekQoLtRxs4ELvq4FAdMA8UQq,Userz
FRa5xvWrvgYBHEukozdhJPCJRuJZcTn2WKj2u6L75Rmj,tekquant
GkmyxRwPPwfRZK668SrjwAvv5hbVCkUgXFUu6eQ7Et3S,snaque
9ZzjXiwkGRDBwVHJitfx8AmnN2YUbnqW6M1tH38juEeJ,jade
2sREjHDebSmqK9XPVM5nHR91ssr82j3a6ZGbcfgr9J7R,China Wallet
5fwibAmiWd9zVv9bNfp3wNbtqTv5nd6FAe1yNJqzhzwB,Userz
6XJb1yPuBuBbjh45xrMDS4GyqtztvBHBDodWVqyqizHh,Cotal
chudvmyow2Vy5xp1ikPvbpEJv6fjMuPYVpW2kQJATaf,chudsniper
ZzZZzPoJxWKern9EMk88aik3P8KwKgptANPdrhERrwr,zZZz
eAHPdAwmigwmMHXsLX4ibDh2ekQHCPdPxbffwdUUhj1,Entropy
CUHBzSPSaNS3tArEtM3maSV6pNdJhHJFYZpurPPK9P7H,samsrep
wgmioP6yGHB9WRtojJv2qpzj3v7zMUaYA9zWFGgrrbP,wagmi
7DAWY3guSgAaa2d7y49JCGJxgTnGKBh7XaCmm1v2LkkC,zZZz
Gvunzc6VsZXwmWD3QMR3zV1Lnd8ptobA3nMXjybTwX9q,zZZz
2XGR543rcHGqpxK6gtR5vxAyR7E8jAGiEbrtGyRa2NuC,crypto villain
BprdjjAzFLoS2gVJqUVR1pdJpwCacNK4kctLTiMmcdSh,lunar
2Xjizmu5FwVX36JyVGcWMDaNoQN1VWU25tz1TFk24nd7,lunar
7Nt5HFpWzDfcvQLRmdRPkvDdq68n821wP1AGaWyqiAL6,theoalt
4Tf8hNjzyDQpbQ2CrJHqL9kC6HnDaN9pg4nEzdgHxVaG,theoalt
9yYoY1t2752eh5T3W6Ckk6uFGp3e9R6J24NqqntTWDyU,aismart
sYNUn7PJGiSVEXogedJuiXu2wzgsmvdRTesnr7MEezw,west
bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,bwam
